invoice_id,issue_date,provider,rut_provider,net_amount,tax,total,period,expected_tax,tax_ok,expected_total,total_ok,expected_period,period_ok,error_type,final_status
F00025,2024-01-27,Logística Patagonia Ltda,76.123.456-7,480948.0,72365.84765649444,553313.8476564945,2024-01,91380.12,False,553313.8476564945,True,2024-01,True,IVA incorrecto,1
F00026,2024-01-16,Comercial Sur SpA,76.123.456-7,430088.0,87639.06432625263,517727.0643262526,2024-01,81716.72,False,517727.0643262526,True,2024-01,True,IVA incorrecto,1
F00027,2024-01-14,Servicios Andes Ltda,76.123.456-7,120338.0,22864.22,143202.22,2024-01,22864.22,True,143202.22,True,2024-01,True,OK,0
F00028,2024-01-14,Tecnología Norte SpA,76.123.456-7,433763.0,82414.97,516177.97,2024-01,82414.97,True,516177.97,True,2024-01,True,OK,0
F00029,2024-01-10,Comercial Sur SpA,76.123.456-7,332513.0,63177.47,395690.47,2024-01,63177.47,True,395690.47,True,2024-01,True,OK,0
F00030,2024-01-04,Tecnología Norte SpA,76.123.456-7,279623.0,37440.99315777843,317063.9931577784,2024-01,53128.37,False,317063.9931577784,True,2024-01,True,IVA incorrecto,1
F00031,2024-01-01,Comercial Sur SpA,76.123.456-7,442535.0,84081.65,526616.65,2024-01,84081.65,True,526616.65,True,2024-01,True,OK,0
F00032,2024-01-26,Logística Patagonia Ltda,76.123.456-7,146607.0,27855.33,174462.33000000002,2024-01,27855.33,True,174462.33000000002,True,2024-01,True,OK,0
F00033,2024-01-08,Logística Patagonia Ltda,76.123.456-7,411581.0,78200.39,489781.39,2024-01,78200.39,True,489781.39,True,2024-01,True,OK,0
F00034,2024-01-07,Servicios Andes Ltda,76.123.456-7,233355.0,43725.25753255154,277080.25753255154,2024-01,44337.45,False,277080.25753255154,True,2024-01,True,IVA incorrecto,1
F00035,2024-01-24,Servicios Andes Ltda,76.123.456-7,141466.0,26878.54,168344.54,2024-01,26878.54,True,168344.54,True,2024-01,True,OK,0
F00036,2024-01-30,Servicios Andes Ltda,76.123.456-7,106283.0,20193.77,126476.77,2024-01,20193.77,True,126476.77,True,2024-01,True,OK,0
F00037,2024-01-19,Logística Patagonia Ltda,76.123.456-7,152302.0,28937.38,181239.38,2024-01,28937.38,True,181239.38,True,2024-01,True,OK,0
F00038,2024-01-09,Servicios Andes Ltda,76.123.456-7,462793.0,99893.54964102783,562686.5496410278,2024-01,87930.67,False,562686.5496410278,True,2024-01,True,IVA incorrecto,1
F00039,2024-01-26,Comercial Sur SpA,76.123.456-7,474106.0,90080.14,564186.14,2024-01,90080.14,True,564186.14,True,2024-01,True,OK,0
F00040,2024-01-30,Logística Patagonia Ltda,76.123.456-7,91140.0,17316.6,108456.6,2024-01,17316.6,True,108456.6,True,2024-01,True,OK,0
F00041,2024-01-01,Comercial Sur SpA,76.123.456-7,194183.0,36894.77,231077.77,2024-01,36894.77,True,231077.77,True,2024-01,True,OK,0
F00042,2024-01-26,Logística Patagonia Ltda,76.123.456-7,366540.0,87007.79782653865,453547.7978265387,2024-01,69642.6,False,453547.7978265387,True,2024-01,True,IVA incorrecto,1
F00043,2024-01-04,Comercial Sur SpA,76.123.456-7,483738.0,115218.1951887356,598956.1951887356,2024-01,91910.22,False,598956.1951887356,True,2024-01,True,IVA incorrecto,1
F00044,2024-01-28,Tecnología Norte SpA,76.123.456-7,69457.0,11067.379212162523,80524.37921216252,2024-01,13196.83,False,80524.37921216252,True,2024-01,True,IVA incorrecto,1
F00045,2024-01-16,Comercial Sur SpA,76.123.456-7,115185.0,27184.056168555413,142369.0561685554,2024-01,21885.15,False,142369.0561685554,True,2024-01,True,IVA incorrecto,1
F00046,2024-01-25,Tecnología Norte SpA,76.123.456-7,306849.0,67890.75102486077,374739.7510248608,2024-01,58301.31,False,374739.7510248608,True,2024-01,True,IVA incorrecto,1
F00047,2024-01-03,Servicios Andes Ltda,76.123.456-7,292981.0,56264.81184937453,349245.81184937456,2024-01,55666.39,False,349245.81184937456,True,2024-01,True,IVA incorrecto,1
F00048,2024-01-07,Logística Patagonia Ltda,76.123.456-7,300960.0,57182.4,358142.4,2024-01,57182.4,True,358142.4,True,2024-01,True,OK,0
F00049,2024-01-18,Comercial Sur SpA,76.123.456-7,159087.0,26085.75059909063,185172.75059909062,2024-01,30226.53,False,185172.75059909062,True,2024-01,True,IVA incorrecto,1
F00050,2024-01-26,Tecnología Norte SpA,76.123.456-7,157944.0,29167.26872393781,187111.2687239378,2024-01,30009.36,False,187111.2687239378,True,2024-01,True,IVA incorrecto,1
F00051,2024-01-08,Tecnología Norte SpA,76.123.456-7,498355.0,94399.62927134307,592754.6292713431,2024-01,94687.45,False,592754.6292713431,True,2024-01,True,IVA incorrecto,1
F00052,2024-01-04,Comercial Sur SpA,76.123.456-7,281358.0,53458.020000000004,334816.02,2024-01,53458.020000000004,True,334816.02,True,2024-01,True,OK,0
F00053,2024-01-10,Tecnología Norte SpA,76.123.456-7,225241.0,42795.79,268036.79,2024-01,42795.79,True,268036.79,True,2024-01,True,OK,0
F00054,2024-01-30,Tecnología Norte SpA,76.123.456-7,425385.0,80823.15,506208.15,2024-01,80823.15,True,506208.15,True,2024-01,True,OK,0
F00055,2024-01-06,Logística Patagonia Ltda,76.123.456-7,65289.0,12404.91,77693.91,2024-01,12404.91,True,77693.91,True,2024-01,True,OK,0
F00056,2024-01-26,Logística Patagonia Ltda,76.123.456-7,290531.0,55200.89,345731.89,2024-01,55200.89,True,345731.89,True,2024-01,True,OK,0
F00057,2024-01-08,Logística Patagonia Ltda,76.123.456-7,426664.0,81066.16,507730.16000000003,2024-01,81066.16,True,507730.16000000003,True,2024-01,True,OK,0
F00058,2024-01-28,Logística Patagonia Ltda,76.123.456-7,352426.0,66960.94,419386.94,2024-01,66960.94,True,419386.94,True,2024-01,True,OK,0
F00059,2024-01-11,Tecnología Norte SpA,76.123.456-7,105846.0,17401.315059882894,123247.3150598829,2024-01,20110.74,False,123247.3150598829,True,2024-01,True,IVA incorrecto,1
F00060,2024-01-16,Servicios Andes Ltda,76.123.456-7,130456.0,24786.64,155242.64,2024-01,24786.64,True,155242.64,True,2024-01,True,OK,0
F00061,2024-01-26,Tecnología Norte SpA,76.123.456-7,266745.0,50681.55,317426.55,2024-01,50681.55,True,317426.55,True,2024-01,True,OK,0
F00062,2024-01-18,Logística Patagonia Ltda,76.123.456-7,219458.0,41697.020000000004,261155.02000000002,2024-01,41697.020000000004,True,261155.02000000002,True,2024-01,True,OK,0
F00063,2024-01-10,Servicios Andes Ltda,76.123.456-7,258506.0,50146.63629009116,308652.63629009115,2024-01,49116.14,False,308652.63629009115,True,2024-01,True,IVA incorrecto,1
F00064,2024-01-07,Servicios Andes Ltda,76.123.456-7,354430.0,73493.88935523386,427923.88935523387,2024-01,67341.7,False,427923.88935523387,True,2024-01,True,IVA incorrecto,1
F00065,2024-01-21,Logística Patagonia Ltda,76.123.456-7,185013.0,35152.47,220165.47,2024-01,35152.47,True,220165.47,True,2024-01,True,OK,0
F00066,2024-01-18,Logística Patagonia Ltda,76.123.456-7,253393.0,35832.52960264101,289225.529602641,2024-01,48144.67,False,289225.529602641,True,2024-01,True,IVA incorrecto,1
F00067,2024-01-08,Servicios Andes Ltda,76.123.456-7,498617.0,94737.23,593354.23,2024-01,94737.23,True,593354.23,True,2024-01,True,OK,0
F00068,2024-01-13,Tecnología Norte SpA,76.123.456-7,495348.0,94116.12,589464.12,2024-01,94116.12,True,589464.12,True,2024-01,True,OK,0
F00069,2024-01-20,Servicios Andes Ltda,76.123.456-7,475561.0,114530.7013308691,590091.7013308691,2024-01,90356.59,False,590091.7013308691,True,2024-01,True,IVA incorrecto,1
F00070,2024-01-02,Comercial Sur SpA,76.123.456-7,207278.0,39382.82,246660.82,2024-01,39382.82,True,246660.82,True,2024-01,True,OK,0
F00071,2024-01-04,Logística Patagonia Ltda,76.123.456-7,121731.0,23128.89,144859.89,2024-01,23128.89,True,144859.89,True,2024-01,True,OK,0
F00072,2024-01-18,Logística Patagonia Ltda,76.123.456-7,275053.0,52260.07,327313.07,2024-01,52260.07,True,327313.07,True,2024-01,True,OK,0
F00073,2024-01-12,Logística Patagonia Ltda,76.123.456-7,471998.0,89679.62,561677.62,2024-01,89679.62,True,561677.62,True,2024-01,True,OK,0
F00074,2024-01-01,Logística Patagonia Ltda,76.123.456-7,398741.0,75760.79000000001,474501.79000000004,2024-01,75760.79000000001,True,474501.79000000004,True,2024-01,True,OK,0
F00075,2024-01-11,Logística Patagonia Ltda,76.123.456-7,446578.0,84849.82,531427.8200000001,2024-01,84849.82,True,531427.8200000001,True,2024-01,True,OK,0
F00076,2024-01-25,Servicios Andes Ltda,76.123.456-7,374334.0,71123.46,445457.46,2024-01,71123.46,True,445457.46,True,2024-01,True,OK,0
F00077,2024-01-25,Tecnología Norte SpA,76.123.456-7,74289.0,17166.939099733954,91455.93909973395,2024-01,14114.91,False,91455.93909973395,True,2024-01,True,IVA incorrecto,1
F00078,2024-01-01,Comercial Sur SpA,76.123.456-7,57925.0,10495.496383372762,68420.49638337277,2024-01,11005.75,False,68420.49638337277,True,2024-01,True,IVA incorrecto,1
F00079,2024-01-18,Servicios Andes Ltda,76.123.456-7,443270.0,84221.3,527491.3,2024-01,84221.3,True,527491.3,True,2024-01,True,OK,0
F00080,2024-01-13,Logística Patagonia Ltda,76.123.456-7,103131.0,19594.89,122725.89,2024-01,19594.89,True,122725.89,True,2024-01,True,OK,0
F00081,2024-01-23,Comercial Sur SpA,76.123.456-7,207755.0,39473.45,247228.45,2024-01,39473.45,True,247228.45,True,2024-01,True,OK,0
F00082,2024-01-17,Logística Patagonia Ltda,76.123.456-7,444579.0,84470.01,529049.01,2024-01,84470.01,True,529049.01,True,2024-01,True,OK,0
F00083,2024-01-19,Servicios Andes Ltda,76.123.456-7,303077.0,57584.63,360661.63,2024-01,57584.63,True,360661.63,True,2024-01,True,OK,0
F00084,2024-01-14,Tecnología Norte SpA,76.123.456-7,236861.0,38302.596132574945,275163.59613257495,2024-01,45003.590000000004,False,275163.59613257495,True,2024-01,True,IVA incorrecto,1
F00085,2024-01-15,Comercial Sur SpA,76.123.456-7,416158.0,79070.02,495228.02,2024-01,79070.02,True,495228.02,True,2024-01,True,OK,0
F00086,2024-01-30,Logística Patagonia Ltda,76.123.456-7,130905.0,23001.34408790957,153906.34408790956,2024-01,24871.95,False,153906.34408790956,True,2024-01,True,IVA incorrecto,1
F00087,2024-01-01,Logística Patagonia Ltda,76.123.456-7,255598.0,48563.62,304161.62,2024-01,48563.62,True,304161.62,True,2024-01,True,OK,0
F00088,2024-01-21,Logística Patagonia Ltda,76.123.456-7,116458.0,22127.02,138585.02,2024-01,22127.02,True,138585.02,True,2024-01,True,OK,0
F00089,2024-01-30,Servicios Andes Ltda,76.123.456-7,453346.0,72978.92033586807,526324.920335868,2024-01,86135.74,False,526324.920335868,True,2024-01,True,IVA incorrecto,1
F00090,2024-01-16,Servicios Andes Ltda,76.123.456-7,139437.0,21291.2234499171,160728.2234499171,2024-01,26493.03,False,160728.2234499171,True,2024-01,True,IVA incorrecto,1
F00091,2024-01-04,Logística Patagonia Ltda,76.123.456-7,309331.0,58772.89,368103.89,2024-01,58772.89,True,368103.89,True,2024-01,True,OK,0
F00092,2024-01-31,Comercial Sur SpA,76.123.456-7,122817.0,23335.23,146152.23,2024-01,23335.23,True,146152.23,True,2024-01,True,OK,0
F00093,2024-01-22,Comercial Sur SpA,76.123.456-7,433068.0,61566.53921532203,494634.539215322,2024-01,82282.92,False,494634.539215322,True,2024-01,True,IVA incorrecto,1
F00094,2024-01-18,Comercial Sur SpA,76.123.456-7,296347.0,56305.93,352652.93,2024-01,56305.93,True,352652.93,True,2024-01,True,OK,0
F00095,2024-01-28,Tecnología Norte SpA,76.123.456-7,219267.0,41660.73,260927.73,2024-01,41660.73,True,260927.73,True,2024-01,True,OK,0
F00096,2024-01-01,Tecnología Norte SpA,76.123.456-7,370078.0,70314.82,440392.82,2024-01,70314.82,True,440392.82,True,2024-01,True,OK,0
F00097,2024-01-27,Servicios Andes Ltda,76.123.456-7,55989.0,13464.360218304304,69453.3602183043,2024-01,10637.91,False,69453.3602183043,True,2024-01,True,IVA incorrecto,1
F00098,2024-01-10,Comercial Sur SpA,76.123.456-7,184570.0,35068.3,219638.3,2024-01,35068.3,True,219638.3,True,2024-01,True,OK,0
F00099,2024-01-26,Tecnología Norte SpA,76.123.456-7,105920.0,20124.8,126044.8,2024-01,20124.8,True,126044.8,True,2024-01,True,OK,0
F00100,2024-01-20,Tecnología Norte SpA,76.123.456-7,454377.0,86331.63,540708.63,2024-01,86331.63,True,540708.63,True,2024-01,True,OK,0
F00101,2024-01-28,Comercial Sur SpA,76.123.456-7,484773.0,92106.87,576879.87,2024-01,92106.87,True,576879.87,True,2024-01,True,OK,0
F00102,2024-01-03,Comercial Sur SpA,76.123.456-7,204778.0,31450.079964367564,236228.07996436756,2024-01,38907.82,False,236228.07996436756,True,2024-01,True,IVA incorrecto,1
F00103,2024-01-27,Comercial Sur SpA,76.123.456-7,319676.0,77289.44704308127,396965.4470430813,2024-01,60738.44,False,396965.4470430813,True,2024-01,True,IVA incorrecto,1
F00104,2024-01-30,Servicios Andes Ltda,76.123.456-7,398581.0,75730.39,474311.39,2024-01,75730.39,True,474311.39,True,2024-01,True,OK,0
F00105,2024-01-06,Servicios Andes Ltda,76.123.456-7,456198.0,86677.62,542875.62,2024-01,86677.62,True,542875.62,True,2024-01,True,OK,0
F00106,2024-01-03,Tecnología Norte SpA,76.123.456-7,207442.0,37573.67462771744,245015.67462771744,2024-01,39413.98,False,245015.67462771744,True,2024-01,True,IVA incorrecto,1
F00107,2024-01-24,Tecnología Norte SpA,76.123.456-7,492880.0,93647.2,586527.2,2024-01,93647.2,True,586527.2,True,2024-01,True,OK,0
F00108,2024-01-06,Tecnología Norte SpA,76.123.456-7,407609.0,77445.71,485054.71,2024-01,77445.71,True,485054.71,True,2024-01,True,OK,0
F00109,2024-01-05,Logística Patagonia Ltda,76.123.456-7,93467.0,15888.455622849651,109355.45562284965,2024-01,17758.73,False,109355.45562284965,True,2024-01,True,IVA incorrecto,1
F00110,2024-01-23,Comercial Sur SpA,76.123.456-7,461145.0,87617.55,548762.55,2024-01,87617.55,True,548762.55,True,2024-01,True,OK,0
F00111,2024-01-16,Tecnología Norte SpA,76.123.456-7,295946.0,54607.92819579545,350553.92819579545,2024-01,56229.74,False,350553.92819579545,True,2024-01,True,IVA incorrecto,1
F00112,2024-01-12,Logística Patagonia Ltda,76.123.456-7,137622.0,26148.18,163770.18,2024-01,26148.18,True,163770.18,True,2024-01,True,OK,0
F00113,2024-01-01,Tecnología Norte SpA,76.123.456-7,91821.0,17445.99,109266.99,2024-01,17445.99,True,109266.99,True,2024-01,True,OK,0
F00114,2024-01-14,Logística Patagonia Ltda,76.123.456-7,313526.0,55620.908288087376,369146.90828808735,2024-01,59569.94,False,369146.90828808735,True,2024-01,True,IVA incorrecto,1
F00115,2024-01-01,Servicios Andes Ltda,76.123.456-7,153185.0,29105.15,182290.15,2024-01,29105.15,True,182290.15,True,2024-01,True,OK,0
F00116,2024-01-28,Servicios Andes Ltda,76.123.456-7,241997.0,45979.43,287976.43,2024-01,45979.43,True,287976.43,True,2024-01,True,OK,0
F00117,2024-01-26,Tecnología Norte SpA,76.123.456-7,256073.0,48653.87,304726.87,2024-01,48653.87,True,304726.87,True,2024-01,True,OK,0
F00118,2024-01-17,Tecnología Norte SpA,76.123.456-7,164594.0,27359.839619281618,191953.8396192816,2024-01,31272.86,False,191953.8396192816,True,2024-01,True,IVA incorrecto,1
F00119,2024-01-05,Logística Patagonia Ltda,76.123.456-7,198327.0,37682.13,236009.13,2024-01,37682.13,True,236009.13,True,2024-01,True,OK,0
F00120,2024-01-01,Logística Patagonia Ltda,76.123.456-7,101369.0,19260.11,120629.11,2024-01,19260.11,True,120629.11,True,2024-01,True,OK,0
F00121,2024-01-20,Servicios Andes Ltda,76.123.456-7,431385.0,60034.35756022263,491419.3575602226,2024-01,81963.15,False,491419.3575602226,True,2024-01,True,IVA incorrecto,1
F00122,2024-01-02,Logística Patagonia Ltda,76.123.456-7,288756.0,50412.539243033054,339168.53924303304,2024-01,54863.64,False,339168.53924303304,True,2024-01,True,IVA incorrecto,1
F00123,2024-01-01,Tecnología Norte SpA,76.123.456-7,458605.0,108429.87573843202,567034.875738432,2024-01,87134.95,False,567034.875738432,True,2024-01,True,IVA incorrecto,1
F00124,2024-01-08,Tecnología Norte SpA,76.123.456-7,410929.0,78076.51,489005.51,2024-01,78076.51,True,489005.51,True,2024-01,True,OK,0
F00125,2024-01-21,Servicios Andes Ltda,76.123.456-7,143917.0,27344.23,171261.23,2024-01,27344.23,True,171261.23,True,2024-01,True,OK,0
F00126,2024-01-10,Logística Patagonia Ltda,76.123.456-7,267993.0,59506.071457582504,327499.0714575825,2024-01,50918.67,False,327499.0714575825,True,2024-01,True,IVA incorrecto,1
F00127,2024-01-02,Tecnología Norte SpA,76.123.456-7,248959.0,47302.21,296261.21,2024-01,47302.21,True,296261.21,True,2024-01,True,OK,0
F00128,2024-01-03,Comercial Sur SpA,76.123.456-7,448820.0,85275.8,534095.8,2024-01,85275.8,True,534095.8,True,2024-01,True,OK,0
F00129,2024-01-07,Comercial Sur SpA,76.123.456-7,324226.0,61602.94,385828.94,2024-01,61602.94,True,385828.94,True,2024-01,True,OK,0
F00130,2024-01-06,Servicios Andes Ltda,76.123.456-7,180965.0,34383.35,215348.35,2024-01,34383.35,True,215348.35,True,2024-01,True,OK,0
F00131,2024-01-13,Servicios Andes Ltda,76.123.456-7,250012.0,53160.976375445294,303172.9763754453,2024-01,47502.28,False,303172.9763754453,True,2024-01,True,IVA incorrecto,1
F00132,2024-01-13,Comercial Sur SpA,76.123.456-7,334110.0,63480.9,397590.9,2024-01,63480.9,True,397590.9,True,2024-01,True,OK,0
F00133,2024-01-03,Comercial Sur SpA,76.123.456-7,214791.0,40810.29,255601.29,2024-01,40810.29,True,255601.29,True,2024-01,True,OK,0
F00134,2024-01-05,Servicios Andes Ltda,76.123.456-7,172734.0,32819.46,205553.46,2024-01,32819.46,True,205553.46,True,2024-01,True,OK,0
F00135,2024-01-01,Logística Patagonia Ltda,76.123.456-7,238735.0,45359.65,284094.65,2024-01,45359.65,True,284094.65,True,2024-01,True,OK,0
F00136,2024-01-20,Tecnología Norte SpA,76.123.456-7,247889.0,44855.21788230193,292744.21788230195,2024-01,47098.91,False,292744.21788230195,True,2024-01,True,IVA incorrecto,1
F00137,2024-01-11,Comercial Sur SpA,76.123.456-7,60231.0,8642.368604043784,68873.36860404379,2024-01,11443.89,False,68873.36860404379,True,2024-01,True,IVA incorrecto,1
F00138,2024-01-26,Logística Patagonia Ltda,76.123.456-7,117626.0,22348.94,139974.94,2024-01,22348.94,True,139974.94,True,2024-01,True,OK,0
F00139,2024-01-23,Servicios Andes Ltda,76.123.456-7,153471.0,29159.49,182630.49,2024-01,29159.49,True,182630.49,True,2024-01,True,OK,0
F00140,2024-01-11,Tecnología Norte SpA,76.123.456-7,437359.0,83098.21,520457.21,2024-01,83098.21,True,520457.21,True,2024-01,True,OK,0
F00141,2024-01-21,Tecnología Norte SpA,76.123.456-7,306940.0,58318.6,365258.6,2024-01,58318.6,True,365258.6,True,2024-01,True,OK,0
F00142,2024-01-19,Tecnología Norte SpA,76.123.456-7,460896.0,76285.37792727505,537181.377927275,2024-01,87570.24,False,537181.377927275,True,2024-01,True,IVA incorrecto,1
F00143,2024-01-01,Comercial Sur SpA,76.123.456-7,323408.0,61447.520000000004,384855.52,2024-01,61447.520000000004,True,384855.52,True,2024-01,True,OK,0
F00144,2024-01-17,Tecnología Norte SpA,76.123.456-7,287891.0,41694.725829186515,329585.7258291865,2024-01,54699.29,False,329585.7258291865,True,2024-01,True,IVA incorrecto,1
F00145,2024-01-21,Logística Patagonia Ltda,76.123.456-7,133712.0,25405.28,159117.28,2024-01,25405.28,True,159117.28,True,2024-01,True,OK,0
F00146,2024-01-30,Comercial Sur SpA,76.123.456-7,370157.0,70329.83,440486.83,2024-01,70329.83,True,440486.83,True,2024-01,True,OK,0
F00147,2024-01-05,Logística Patagonia Ltda,76.123.456-7,487112.0,92551.28,579663.28,2024-01,92551.28,True,579663.28,True,2024-01,True,OK,0
F00148,2024-01-20,Tecnología Norte SpA,76.123.456-7,187102.0,35549.38,222651.38,2024-01,35549.38,True,222651.38,True,2024-01,True,OK,0
F00149,2024-01-19,Tecnología Norte SpA,76.123.456-7,411735.0,78229.65,489964.65,2024-01,78229.65,True,489964.65,True,2024-01,True,OK,0
F00150,2024-01-22,Tecnología Norte SpA,76.123.456-7,124984.0,23746.96,148730.96,2024-01,23746.96,True,148730.96,True,2024-01,True,OK,0
F00151,2024-01-09,Tecnología Norte SpA,76.123.456-7,75148.0,14278.12,89426.12,2024-01,14278.12,True,89426.12,True,2024-01,True,OK,0
F00152,2024-01-12,Comercial Sur SpA,76.123.456-7,494824.0,94016.56,588840.56,2024-01,94016.56,True,588840.56,True,2024-01,True,OK,0
F00153,2024-01-20,Tecnología Norte SpA,76.123.456-7,276205.0,52478.95,328683.95,2024-01,52478.95,True,328683.95,True,2024-01,True,OK,0
F00154,2024-01-04,Tecnología Norte SpA,76.123.456-7,297691.0,56561.29,354252.29,2024-01,56561.29,True,354252.29,True,2024-01,True,OK,0
F00155,2024-01-05,Logística Patagonia Ltda,76.123.456-7,163292.0,31025.48,194317.48,2024-01,31025.48,True,194317.48,True,2024-01,True,OK,0
F00156,2024-01-09,Logística Patagonia Ltda,76.123.456-7,75091.0,14267.29,89358.29000000001,2024-01,14267.29,True,89358.29000000001,True,2024-01,True,OK,0
F00157,2024-01-05,Logística Patagonia Ltda,76.123.456-7,352376.0,66951.44,419327.44,2024-01,66951.44,True,419327.44,True,2024-01,True,OK,0
F00158,2024-01-15,Tecnología Norte SpA,76.123.456-7,359785.0,68359.15,428144.15,2024-01,68359.15,True,428144.15,True,2024-01,True,OK,0
F00159,2024-01-01,Comercial Sur SpA,76.123.456-7,175362.0,33318.78,208680.78,2024-01,33318.78,True,208680.78,True,2024-01,True,OK,0
F00160,2024-01-31,Comercial Sur SpA,76.123.456-7,142457.0,27066.83,169523.83000000002,2024-01,27066.83,True,169523.83000000002,True,2024-01,True,OK,0
F00161,2024-01-10,Comercial Sur SpA,76.123.456-7,278610.0,61497.60304604912,340107.60304604913,2024-01,52935.9,False,340107.60304604913,True,2024-01,True,IVA incorrecto,1
F00162,2024-01-25,Logística Patagonia Ltda,76.123.456-7,218744.0,41561.36,260305.36,2024-01,41561.36,True,260305.36,True,2024-01,True,OK,0
F00163,2024-01-28,Servicios Andes Ltda,76.123.456-7,492507.0,93576.33,586083.33,2024-01,93576.33,True,586083.33,True,2024-01,True,OK,0
F00164,2024-01-04,Servicios Andes Ltda,76.123.456-7,186803.0,35492.57,222295.57,2024-01,35492.57,True,222295.57,True,2024-01,True,OK,0
F00165,2024-01-08,Servicios Andes Ltda,76.123.456-7,387361.0,73598.59,460959.58999999997,2024-01,73598.59,True,460959.58999999997,True,2024-01,True,OK,0
F00166,2024-01-07,Comercial Sur SpA,76.123.456-7,129398.0,24585.62,153983.62,2024-01,24585.62,True,153983.62,True,2024-01,True,OK,0
